c130,c130,0.85000000000
c130,c107,5.17539588244
c130,c179,7.55210504870
c130,c245,7.95200473362
c130,c10,9.86487650123
c130,c122,11.56778412320
c130,c92,11.69296477180
c130,c206,11.74782393220
c130,c124,11.79339892890
c130,c51,11.93394824240
c130,c145,11.98589846790
c130,c290,12.51562742900
c130,c205,12.57355070110
c130,c200,14.14415826560
c130,c12,14.79204341070
c130,c228,15.17799269750
c130,c286,15.72849434360
c130,c121,16.57912573740
c130,c170,16.63457812540
c130,c232,16.70507179130
c130,c104,16.77470920780
c130,c81,16.84893408540
c130,c213,17.24288138360
c130,c174,17.25689765140
c130,c153,17.65773101240
c130,c13,17.96985319000
c130,c252,18.24805776580
c130,c58,18.28867949110
c130,c277,18.38368385560
c130,c78,18.56739830980
c130,c119,18.62579768090
c130,c241,19.00064504890
c130,c55,19.08436509050
c130,c263,19.27528035500
c130,c204,19.52697747930
c130,c279,19.56964700260
c130,c87,19.61592089770
c130,c108,19.71305987050
c130,c187,19.83825738860
c130,c18,20.19875419000
c130,c112,20.34077941760
c130,c101,20.76113970130
c130,c265,20.84544010330
c130,c214,20.90788674850
c130,c103,20.95974506120
c130,c201,21.15585915910
c130,c126,21.29160970720
c130,c226,21.41295864790
c130,c270,21.46001013900
c130,c251,21.58421599610
c130,c46,21.90160580880
c130,c134,21.93068816470
c130,c9,22.36901350540
c130,c287,22.47598600320
c130,c220,22.56546969370
c130,c231,22.68566142790
c130,c176,22.75241618570
c130,c70,22.75545643990
c130,c65,22.96361848930
c130,c146,22.99793750210
c130,c157,23.04887547880
c130,c31,23.14536751670
c130,c291,23.47501170670
c130,c37,23.51989874330
c130,c217,23.56078791470
c130,c85,23.72407527180
c130,c114,23.90937854870
c130,c196,24.59064816520
c130,c127,24.81358115810
c130,c223,25.03576331750
c130,c268,25.11443766590
c130,c249,25.17529771140
c130,c38,25.27021688300
c130,c131,25.57106527720
c130,c116,25.58014615400
c130,c189,25.62189034800
c130,c43,25.66628685620
c130,c151,25.91634456060
c130,c71,25.95816983130
c130,c257,26.10906274720
c130,c73,26.11580601980
c130,c271,26.16298691370
c130,c44,26.22082506820
c130,c285,26.33384848890
c130,c202,27.03793826350
c130,c129,27.21974955080
c130,c99,27.44668624640
c130,c261,27.69025749070
c130,c140,27.75229087770
c130,c184,28.06853972090
c130,c150,28.19945119920
c130,c15,28.75188504750
c130,c2,28.84821130380
c130,c236,29.03892002690
c130,c29,29.43257863120
c130,c275,29.45860604740
c130,c282,29.56649768120
c130,c237,29.85452031430
c130,c284,30.41096575540
c130,c289,30.61083642470
c130,c266,30.61327474170
c130,c142,30.68231223550
c130,c19,30.84064136660
c130,c86,31.14224726490
c130,c224,31.28762289890
c130,c283,31.45167456300
c130,c164,31.55022603190
c130,c259,31.65328491390
c130,c160,31.68660876040
c130,c152,32.50852152550
c130,c173,32.91496144790
c130,c115,33.43099056190
c130,c5,33.53688412660
c130,c36,33.54957261340
c130,c94,33.58094805750
c130,c117,33.60999122800
c130,c22,33.62296229140
c130,c293,33.65707051090
